jan,name,source,amazon,asin,category,size,verdict,offer_count,sales_rank,oos90,tier1,tier2,tier3,kw,※Keepa固有の加工値(月間ドロップ数/過去最安値/365日最安/月間販売数/実セラー数)と卸値の列は規約上の理由でリポジトリから除外。完全版は ~/Documents/AI Company 素材/Amazon物販事業/keepa-netsea-full-20260906/
4571345800212,すごろくや ナンジャモンジャ・ミドリ 2人 - 6人 4歳 15分 命名 記憶 ,Yahoo,1780.0,B01B7QQCIY,toys,small,はずれ,4,231,0.0,False,False,False,ボードゲーム,
4595316340781,ボードゲーム メンネフェル[CMON JAPAN]《発売済・在庫品》,Yahoo,11000.0,B0H5VC15BG,toys,large_1,はずれ,4,,0.0,False,False,False,ボードゲーム,
4010168263427,すごろくや 宝石ゴンゴン 2人 - 4人 5歳 15分 宝石 ハンマー アクショ,Yahoo,4900.0,B0BDVDPB5R,books,standard_1,はずれ,2,,0.0,False,False,False,ボードゲーム,
4542325301326,アークライト　シティーズ　2〜4人,Yahoo,,B0FB2MWX8Y,toys,standard_2,はずれ,999,101011,1.0,False,False,False,ボードゲーム,
4542325120828,アークライト レイルウェイブーム　2人用,Yahoo,8110.0,B0FSK8H81P,toys,standard_2,はずれ,2,65810,0.0,False,False,False,ボードゲーム,
4573103466326,Bullet　完全日本語版 　第二版（ボードゲームまとめ買いで最大15％オフクー,Yahoo,7559.0,B0H4YPSCNK,toys,standard_2,はずれ,2,8169,0.31,False,False,False,ボードゲーム,
4542325320402,7月31日発売予定　アブロード　ボードゲーム　送料無料,Yahoo,9500.0,B0H5TYLL6B,toys,standard_2,はずれ,2,29274,0.29,False,False,False,ボードゲーム,
4580635950308,オリ特付【07/16発売日お届け☆予約】【新品】【NS】カルドセプト ビギンズ ,Yahoo,11209.0,B0GLX1GWSV,toys,standard_1,はずれ,2,71,0.0,False,False,False,ボードゲーム,
4981932028446,ボードゲーム ゴットファイブ！ 日本語版[ホビージャパン]《発売済・在庫品》,Yahoo,4300.0,B0H2CHF1SK,toys,standard_1,はずれ,6,1831,0.07,False,False,False,ボードゲーム,
4542325120750,六華　　　ボードゲーム　　アークライト（ボードゲームまとめ買いで最大15％オフク,Yahoo,3290.0,B0CNG9BFQX,toys,standard_1,はずれ,26,3579,0.0,False,False,False,ボードゲーム,
4570155275722,[公式] ひらがじゃん 牌バージョン 【ラヴィット！で紹介されました】 ひらがな,Yahoo,4527.0,B0F8BH2RT6,toys,standard_1,はずれ,3,32,0.0,False,False,False,ボードゲーム,
4542325314371,アークライト　クランク！ カタコンベ　2〜4人 13歳以上  【8/4再販出荷予,Yahoo,11000.0,B0DZMSM6NQ,toys,standard_2,はずれ,5,1490,0.0,False,False,False,ボードゲーム,
4543471004598,カタン商人と蛮族版　2026年版　ボードゲーム　送料無料,Yahoo,4658.0,B0H44CJGV6,toys,standard_2,はずれ,4,9839,0.02,False,False,False,ボードゲーム,
3421271301042,月末月初ポイントUP 【並行輸入品】 ギガミック Gigamic コリドール ミ,Yahoo,3740.0,B00005K423,toys,standard_1,はずれ,3,5978,0.0,False,False,False,ボードゲーム,
4973772321283,脳トレ 高齢者 ボードゲーム パズル おもちゃ よーし!おくぞー!  6種類 子,Yahoo,3850.0,B07P46YW1H,toys,standard_1,はずれ,5,35543,0.0,False,False,False,ボードゲーム,
4904810088691,送料無料 トイ・ストーリー アスレチックランドゲーム,Yahoo,3582.0,B0GYCCZ3D1,toys,standard_2,はずれ,12,3541,0.11,False,False,False,ボードゲーム,
3558380120841,新品ボードゲーム 宝石の煌き 2024年新版 日本語版 (Splendor),Yahoo,4873.0,B0D8634CSN,toys,standard_2,はずれ,15,1088,0.0,False,False,False,ボードゲーム,
4573103466319,Bullet ：キューブ 完全日本語版（ボードゲームまとめ買いで最大15％オフク,Yahoo,9565.0,B0H4YHQ66Q,toys,large_1,はずれ,3,38722,0.56,False,False,False,ボードゲーム,
4573572970010,マルチトレイ　　（ボードゲームまとめ買いで最大15％オフクーポン対象）,Yahoo,1800.0,B094NGMDFN,toys,standard_1,はずれ,2,28503,0.0,False,False,False,ボードゲーム,
4981932028453,ホビージャパン　レイジング・シカゴ 日本語版　2〜4人 12歳以上 【7月下旬発,Yahoo,9900.0,B0H72VRLLK,toys,large_1,はずれ,2,,0.8,False,False,False,ボードゲーム,
5011921225590,ウォーハンマー 40000 コンバットパトロール：デスガード / フィギュア ミ,Yahoo,38098.0,B0F5X9MJ5B,toys,standard_1,原石,30,230941,0.0,True,False,False,ボードゲーム,
6971421890218,立体4目並べ AI スマート4 NEW 正規品 日本語版 AI搭載 GiiKER,Yahoo,7150.0,B01C5LE886,toys,standard_1,はずれ,3,77388,0.0,False,False,False,ボードゲーム,
4510347422107,小学館　ボルカルスver.2.0　1〜4人,Yahoo,7200.0,B0DXKCBF6V,toys,standard_2,はずれ,4,38675,0.0,False,False,False,ボードゲーム,
4580635950315,オリ特付【07/16発売日お届け☆予約】【新品】【NS2】カルドセプト ビギンズ,Yahoo,12155.0,B0GLX18BJZ,toys,standard_1,はずれ,2,66,0.0,False,False,False,ボードゲーム,
