name,cls,n,flag,cat,ean,jan,isbn,pref
カプコン(CAPCOM),B_和名(法人格なし),2,中小候補,ゲーム,2,True,False,497
HOUOA,C_英数字のみ,2,中小候補,家電＆カメラ,0,False,False,
RiDATA,C_英数字のみ,2,中小候補,パソコン・周辺機器,4,True,False,458
ZYQ,C_英数字のみ,2,中小候補,ホーム＆キッチン,0,False,False,
コンテンツ・ファクトリー,B_和名(法人格なし),2,中小候補,本,2,False,True,978
Kachiari,C_英数字のみ,2,中小候補,DIY・工具・ガーデン,0,False,False,
Beanet,C_英数字のみ,2,中小候補,ホーム＆キッチン,0,False,False,
KAYOTOYS カヨトイズ,B_和名(法人格なし),2,中小候補,おもちゃ,2,True,False,458
アステッキホールディングス株式会社,A_法人格つき,2,中小候補,本,2,False,True,978
Aiolo Innovation,C_英数字のみ,2,中小候補,パソコン・周辺機器,2,False,False,085
アセキ,B_和名(法人格なし),2,中小候補,ホーム＆キッチン,3,False,False,072
Mzyxxel,C_英数字のみ,2,中小候補,おもちゃ,2,False,False,070
経済法令研究会,B_和名(法人格なし),2,中小候補,本,2,False,True,978
Yorano,C_英数字のみ,2,中小候補,ホーム＆キッチン,2,False,False,071
Lamake,C_英数字のみ,2,中小候補,DIY・工具・ガーデン,1,False,False,075
富士フイルム(FUJIFILM),B_和名(法人格なし),2,中小候補,家電＆カメラ,1,False,False,007
COMEDYKING,C_英数字のみ,2,中小候補,ホーム＆キッチン,2,False,False,061
OOFOS(ウーフォス),B_和名(法人格なし),2,中小候補,ファッション,1,False,False,084
Ci-Fotto,C_英数字のみ,2,中小候補,家電＆カメラ,0,False,False,
GOYOJO,C_英数字のみ,2,中小候補,産業・研究開発用品,0,False,False,
viangs,C_英数字のみ,2,中小候補,スポーツ＆アウトドア,2,False,False,074
JASON MARKK(ジェイソンマーク),B_和名(法人格なし),2,中小候補,ファッション,7,False,False,081
モリドライブ(MORIDRIVE),B_和名(法人格なし),2,中小候補,車＆バイク,2,True,False,490
BabySmile,C_英数字のみ,2,中小候補,ベビー＆マタニティ,2,True,False,458
Tibnozt,C_英数字のみ,2,中小候補,ホーム＆キッチン,2,False,False,079
adidas Originals,C_英数字のみ,2,大手/海外疑い,ファッション,2,False,False,406
UTRAI,C_英数字のみ,2,中小候補,車＆バイク,0,False,False,
ドリーミュージック,B_和名(法人格なし),2,中小候補,DVD,2,True,False,458
株式会社ストームレーベルズ/イーラブ・レーベル,A_法人格つき,2,中小候補,DVD,0,False,False,
SOOEO,C_英数字のみ,2,中小候補,家電＆カメラ,0,False,False,
ZIPPO,C_英数字のみ,2,中小候補,ファッション,1,True,False,497
イガラシ(Igarashi),B_和名(法人格なし),2,中小候補,おもちゃ,2,True,False,497
イースター株式会社,A_法人格つき,2,中小候補,ペット用品,3,True,False,497
BESROY,C_英数字のみ,2,中小候補,ホーム＆キッチン,2,False,False,071
ルイファン ジャパン(Ruifan Japan),B_和名(法人格なし),2,中小候補,おもちゃ,2,True,False,456
ピュアクリスタル,B_和名(法人格なし),2,中小候補,ペット用品,2,True,False,497
LIXIL,C_英数字のみ,2,中小候補,DIY・工具・ガーデン,0,False,False,
PDP,C_英数字のみ,2,大手/海外疑い,ゲーム,2,False,False,070
suptronics,C_英数字のみ,2,中小候補,パソコン・周辺機器,0,False,False,
Rhino,C_英数字のみ,2,中小候補,ミュージック,2,False,False,009
Pearson Education,C_英数字のみ,2,中小候補,洋書,2,False,True,978
メディコム・トイ(MEDICOM TOY),B_和名(法人格なし),2,中小候補,ホビー,4,True,False,453
LEGO(レゴ),B_和名(法人格なし),2,中小候補,おもちゃ,2,False,False,570
STUDIOCANAL,C_英数字のみ,2,中小候補,DVD,2,False,False,505
タイトー,B_和名(法人格なし),2,中小候補,ゲーム,2,True,False,498
Happinet,C_英数字のみ,2,中小候補,DVD,31,True,False,495
株式会社,A_法人格つき,2,中小候補,本,0,False,False,
Omron,C_英数字のみ,2,中小候補,パソコン・周辺機器,2,True,False,454
"KEIYO ENGINEERING CO.,LTD.",A_法人格つき,2,中小候補,パソコン・周辺機器,3,True,False,454
Zach Top,C_英数字のみ,2,中小候補,ミュージック,2,False,False,075
STSEETOP,C_英数字のみ,2,中小候補,家電＆カメラ,0,False,False,
ナトコ,B_和名(法人格なし),2,中小候補,DIY・工具・ガーデン,0,False,False,
WORKPRO,C_英数字のみ,2,中小候補,DIY・工具・ガーデン,2,False,False,082
集英社,B_和名(法人格なし),2,大手/海外疑い,本,1,False,True,978
地域開発研究所,B_和名(法人格なし),2,中小候補,本,2,False,True,978
トイコー(Toyco),B_和名(法人格なし),2,中小候補,おもちゃ,4,True,False,496
Motowolf,C_英数字のみ,2,中小候補,DVD,2,True,False,498
52TOYS,C_英数字のみ,2,中小候補,ホビー,0,False,False,
ホンダ(Honda),B_和名(法人格なし),2,中小候補,車＆バイク,4,True,False,457
SSYFEI,C_英数字のみ,2,中小候補,ホーム＆キッチン,2,False,False,071
ブリヂストン(BRIDGESTONE),B_和名(法人格なし),2,中小候補,スポーツ＆アウトドア,2,True,False,454
Crimson,C_英数字のみ,2,中小候補,ミュージック,2,True,False,495
avex trax,C_英数字のみ,2,中小候補,DVD,2,True,False,498
バンプレスト,B_和名(法人格なし),2,中小候補,ゲーム,2,True,False,498
SME,C_英数字のみ,2,中小候補,DVD,2,True,False,454
トイズファクトリー,B_和名(法人格なし),2,中小候補,ミュージック,1,True,False,498
アリオラジャパン,B_和名(法人格なし),2,中小候補,ミュージック,2,True,False,454
SNK,C_英数字のみ,2,中小候補,ゲーム,3,True,False,496
レゴ(LEGO),B_和名(法人格なし),2,中小候補,おもちゃ,3,False,False,570
Lions Gate,C_英数字のみ,2,中小候補,DVD,3,False,True,001
MIKIHOUSE(ミキハウス),B_和名(法人格なし),2,中小候補,ベビー＆マタニティ,2,True,False,454
SilentPower,C_英数字のみ,2,中小候補,DIY・工具・ガーデン,2,True,False,456
htrahy,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
CHUSII,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,078
ZZU,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,066
Vulendu,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,074
AirDry,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Boytond,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
VELIKE,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,078
オウルテック,B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,494
actiTube,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,426
PRXA,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,067
Newluck,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
TIGORA(ティゴラ),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,0,False,False,
クイックル,B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,490
FleekFit,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ZVZHM,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,074
AWINEY,C_英数字のみ,1,大手/海外疑い,家電＆カメラ,1,False,False,072
ニチアス,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,2,True,False,452
Kungix,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
TRAOO,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Fodalum,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ブレイン(BRAIN),B_和名(法人格なし),1,中小候補,家電＆カメラ,1,True,False,458
充電の達人,B_和名(法人格なし),1,中小候補,家電＆カメラ,1,False,False,076
RUOEVA,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,803
Juliyas,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,076
Vibaleg,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
FIDECO,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Svoko,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,1,False,False,076
Lenovo,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Glaazo,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
JOKITA,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Gumsry,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,079
Klszear,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Finish Line,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,003
E-enemo,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,2,True,False,459
SK-CinDa,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Rikuto,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,078
山形工房(Yamagata Koubou),B_和名(法人格なし),1,中小候補,おもちゃ,2,True,False,078
JGUG,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
YUDOFICAL,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Tryone,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
SAZAC,C_英数字のみ,1,中小候補,おもちゃ,1,True,False,458
Casio,C_英数字のみ,1,大手/海外疑い,家電＆カメラ,1,False,False,404
DYKL,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,073
CEREMONY,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,078
ビーエムオンライン,B_和名(法人格なし),1,中小候補,車＆バイク,0,False,False,
Airクリーンラボ,B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,459
ELUTENG,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Ashei,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,1,False,False,072
LongFlight,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
GOODNEW,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
MINLU,C_英数字のみ,1,中小候補,パソコン・周辺機器,2,False,False,072
曙産業,B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,495
富士フレーバー,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,458
Generic,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,077
BRJR,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,076
Gourde,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
BUODCO,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
日進医療器,B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,True,False,495
LXCRTONE,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
PACPAK,C_英数字のみ,1,中小候補,ペット用品,1,True,False,490
YOSH,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
BINGFU,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,079
Screwpop,C_英数字のみ,1,中小候補,ファッション,2,False,False,085
Feesun,C_英数字のみ,1,中小候補,ホーム＆キッチン,2,False,False,697
Lamicall,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
HARU,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,063
リッチェル(Richell),B_和名(法人格なし),1,中小候補,ベビー＆マタニティ,1,True,False,497
鈴木ラテックス(SUZUKILATEX),B_和名(法人格なし),1,中小候補,おもちゃ,3,True,False,078
バイクハンド(Bike Hand),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,0,False,False,
Cryfokt,C_英数字のみ,1,中小候補,産業・研究開発用品,0,False,False,
Onalra,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,070
アイサポモバイル,B_和名(法人格なし),1,中小候補,家電＆カメラ,0,False,False,
Yukimoto,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,078
Mountsafe,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Liaolee,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,074
Mtricpop,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,075
IAPOS,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ＡＮＤＥＲＹ,D_記号/数字のみ,1,中小候補,家電＆カメラ,1,False,False,019
YIERSAN,C_英数字のみ,1,大手/海外疑い,家電＆カメラ,0,False,False,
MIATONE,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Trywon,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Gillmar,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Speiow,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Erssimo,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,077
BONTEC,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Audwierr,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
TELESIN,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Yokizu,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
IKUNTOP,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Letpedi,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Cambink,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,060
atolla,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
マーナ(Marna),B_和名(法人格なし),1,中小候補,ファッション,1,True,False,497
LISEN,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Seiko,C_英数字のみ,1,大手/海外疑い,ホーム＆キッチン,1,True,False,451
河合出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
Belkin,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,074
Vellope,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,019
Eynew,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
zonzon,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
OMKUY,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
矢崎エナジーシステム㈱,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,0,False,False,
GooSpy,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,078
FiiO,C_英数字のみ,1,中小候補,家電＆カメラ,1,True,False,456
経営科学出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
KJKD,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Alprojec,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
VANBOKEE,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
TAREASS,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,078
Dreemstar,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Mattel Games,C_英数字のみ,1,中小候補,おもちゃ,1,False,False,088
Yibest,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,070
ウッディプッディ(Woodypuddy),B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,452
Bulonchi,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,074
Tecaki,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
コンチネンタル(Continental),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,False,False,401
GOBOT,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
アイアップ,B_和名(法人格なし),1,中小候補,おもちゃ,2,True,False,454
NIPLUX,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,True,False,457
Aterm,C_英数字のみ,1,中小候補,パソコン・周辺機器,2,True,False,455
COOLERPLUS,C_英数字のみ,1,大手/海外疑い,パソコン・周辺機器,0,False,False,
KOSS(コス),B_和名(法人格なし),1,中小候補,家電＆カメラ,1,False,False,002
Magcubic,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ZWILLING,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,400
コロンバスサークル,B_和名(法人格なし),1,中小候補,ゲーム,1,True,False,458
Jimveo,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,077
シーゲイト(SEAGATE),B_和名(法人格なし),1,大手/海外疑い,パソコン・周辺機器,1,True,False,452
Yuuscc,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
YEAHYO,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
コールマン(Coleman),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,5,True,False,499
BMSE,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
東芝(TOSHIBA),B_和名(法人格なし),1,大手/海外疑い,パソコン・周辺機器,5,True,False,060
Butterfly,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,True,False,490
BIALETTI(ビアレッティ),B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,False,False,800
Keculbo,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,071
Trafalgar Square Publishing,C_英数字のみ,1,中小候補,洋書,1,False,True,978
KOJIHOMU,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,0,False,False,
iGPSPORT,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,697
HANMATEK,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,0,False,False,
Bosch,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,316
LEKGAVD,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,078
BMAXPAD,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
TTJJ,C_英数字のみ,1,中小候補,大型家電,1,True,False,499
Wacom(ワコム),B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,494
フライングドッグ,B_和名(法人格なし),1,中小候補,ミュージック,1,True,False,458
SACRA MUSIC,C_英数字のみ,1,中小候補,ミュージック,1,True,False,454
SP Silicon Power,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,471
祥伝社,B_和名(法人格なし),1,中小候補,本,1,False,True,978
OTTOCAST,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,079
Galaxy,C_英数字のみ,1,中小候補,家電＆カメラ,1,True,False,498
サイバーガジェット,B_和名(法人格なし),1,中小候補,ゲーム,1,True,False,454
LONPOO,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
NBCユニバーサル・エンターテイメントジャパン,B_和名(法人格なし),1,中小候補,DVD,1,True,False,498
medicom,C_英数字のみ,1,中小候補,ホビー,1,True,False,453
Gigastone,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,080
Graphixly,C_英数字のみ,1,中小候補,PCソフト,1,False,False,086
Saluyar,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
マイクロソフト,B_和名(法人格なし),1,中小候補,ゲーム,1,True,False,454
シュナイダーエレクトリック(APC),B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,453
Headwolf,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
TCエンタテインメント,B_和名(法人格なし),1,中小候補,DVD,1,True,False,456
朝日新聞出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
Wondershare,C_英数字のみ,1,中小候補,PCソフト,1,True,False,458
うちのこエレクトリック,B_和名(法人格なし),1,中小候補,ペット用品,2,True,False,458
ドウシシャ(DOSHISHA),B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,455
ブロッコリー(BROCCOLI),B_和名(法人格なし),1,中小候補,ゲーム,1,True,False,451
メデラ,B_和名(法人格なし),1,中小候補,ベビー＆マタニティ,1,False,False,761
ジャニーズ･エンタテイメント,B_和名(法人格なし),1,中小候補,DVD,1,True,False,458
C&G,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
NIMASO,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
UNOKKI,C_英数字のみ,1,中小候補,ホビー,1,False,False,697
ワンナイト人狼,B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,457
USAYAMA,C_英数字のみ,1,中小候補,ペット用品,1,True,False,458
MiliCamp,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
iFLEX,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,002
ColorfulHome,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,True,False,457
Biyoso,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
RABLISS,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,True,False,458
ワンダーランド,B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,452
OHAJIKI,C_英数字のみ,1,中小候補,車＆バイク,1,True,False,457
TORRAS,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
SAPHIR(サフィール),B_和名(法人格なし),1,中小候補,ファッション,1,True,False,496
ZAKUSA,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,074
YBYP,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Ｌａｚｙｍｅ,D_記号/数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
LENUTO,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,078
Yonker,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,True,False,453
ロジテック,B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,458
あしあげ隊,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,457
Sinjimoru,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,880
Oregon,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,0,False,False,
mimimamo,C_英数字のみ,1,中小候補,家電＆カメラ,1,True,False,458
ＭＥＮＧＬＩ盟励,B_和名(法人格なし),1,中小候補,ホーム＆キッチン,0,False,False,
BTIHCEUOT,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,1,False,False,071
STARTRC,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ホーチキ(Hochiki),B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,456
PYLAMISON,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,078
TABITUS+,C_英数字のみ,1,中小候補,ファッション,0,False,False,
TP-Link,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,693
LAOPAO,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
1Mii,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,697
TOPADRE,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Clipa,C_英数字のみ,1,中小候補,ファッション,1,True,False,456
Portta,C_英数字のみ,1,大手/海外疑い,パソコン・周辺機器,1,False,False,489
サーモス(THERMOS),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,True,False,456
太平洋工業,B_和名(法人格なし),1,中小候補,車＆バイク,0,False,False,
KCUVSSKKII,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,070
BAL,C_英数字のみ,1,中小候補,車＆バイク,1,True,False,496
LEICA(ライカ),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,True,False,495
Vexify,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,071
三陽金属(Sanyo Metal),B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,498
タカラ産業,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,454
JELLY JELLY GAMES,C_英数字のみ,1,中小候補,おもちゃ,1,True,False,458
H&W,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
hololive OFFICIAL CARD GAME,C_英数字のみ,1,中小候補,おもちゃ,1,True,False,457
PKBジャパン,B_和名(法人格なし),1,中小候補,ペット用品,1,False,False,004
PONAOO,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Annexfun,C_英数字のみ,1,中小候補,おもちゃ,1,False,False,070
駿台文庫,B_和名(法人格なし),1,中小候補,本,1,False,True,978
コーナン,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,452
丸隆,B_和名(法人格なし),1,中小候補,大型家電,1,True,False,495
Honda,C_英数字のみ,1,中小候補,車＆バイク,1,True,False,457
Oliforu,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Lector House,C_英数字のみ,1,中小候補,洋書,1,False,True,978
ZTCUIK,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Topcony,C_英数字のみ,1,中小候補,ベビー＆マタニティ,0,False,False,
INFOCAR,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
Blaze Entertainment,C_英数字のみ,1,中小候補,PCソフト,1,False,False,506
Sinessy,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
MJJC,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,1,True,False,457
LG,C_英数字のみ,1,中小候補,家電＆カメラ,1,True,False,498
からからつみき(KARAKARATSUMIKI),B_和名(法人格なし),1,中小候補,おもちゃ,2,True,False,457
BEAMS BOY(ビームスボーイ),B_和名(法人格なし),1,中小候補,ファッション,0,False,False,
inforest,C_英数字のみ,1,中小候補,本,1,False,True,978
UYIKOO,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ぴあ,B_和名(法人格なし),1,中小候補,本,1,True,False,490
パイロットコーポレーション(PILOT CORPORATION),A_法人格つき,1,中小候補,おもちゃ,1,True,False,497
Kiboer,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
ＹＡＺＡＫＩ,D_記号/数字のみ,1,中小候補,DIY・工具・ガーデン,0,False,False,
フロムソフトウェア,B_和名(法人格なし),1,中小候補,ゲーム,1,True,False,494
ジェネオン・ユニバーサル,B_和名(法人格なし),1,中小候補,DVD,1,True,False,498
コクヨ(KOKUYO),B_和名(法人格なし),1,大手/海外疑い,家電＆カメラ,1,True,False,490
EJD,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
RK ROYAL KLUDGE,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Barbie,C_英数字のみ,1,中小候補,PCソフト,2,False,False,019
Franklin Sensors,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,1,False,False,085
カワサキ(Kawasaki),B_和名(法人格なし),1,中小候補,車＆バイク,0,False,False,
Harvill Secker,C_英数字のみ,1,中小候補,洋書,1,False,True,978
Garnier Editora,C_英数字のみ,1,中小候補,洋書,1,False,True,978
ロゴヴィスタ,B_和名(法人格なし),1,中小候補,PCソフト,1,True,False,494
etoe,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
YZO,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,074
Business,C_英数字のみ,1,中小候補,洋書,1,False,True,978
中央法規出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
日本電興株式会社,A_法人格つき,1,中小候補,DIY・工具・ガーデン,1,True,False,496
Flirva,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,076
Hachette Audio,C_英数字のみ,1,中小候補,洋書,1,False,True,978
Laoynd,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Mobile Fidelity Sound Lab,C_英数字のみ,1,大手/海外疑い,ミュージック,2,False,True,082
フォーライフミュージックエンタテイメント,B_和名(法人格なし),1,中小候補,ミュージック,1,True,False,498
Island Uk,C_英数字のみ,1,中小候補,ミュージック,1,False,False,060
DVDBOX5枚組,B_和名(法人格なし),1,中小候補,PCソフト,1,True,False,498
ERJ,C_英数字のみ,1,中小候補,ミュージック,1,True,False,498
Vintage Canada,C_英数字のみ,1,中小候補,洋書,1,False,True,978
Imports,C_英数字のみ,1,中小候補,DVD,1,False,False,505
VITURE,C_英数字のみ,1,中小候補,ゲーム,1,False,False,085
iZotope,C_英数字のみ,1,中小候補,PCソフト,1,True,False,453
ESET,C_英数字のみ,1,中小候補,PCソフト,1,True,False,495
